"","player","Position","date_signed","contract_type","APY","Years","draft_year","rank_on_date_APY","contract_num"
"3312","Josiah Deguara","TE",2024-03-28,"UFA",1292500,1,2020,61,2
"3313","L'Jarius Sneed","CB",2024-04-01,"Franchise",19802000,1,2020,4,2
"3314","Quez Watkins","WR",2024-04-01,"UFA",1292500,1,2020,118,2
"3315","Reed Blankenship","S",2024-04-02,"Extension",3575000,1,2022,41,2
"3316","Laviska Shenault","WR",2024-04-03,"UFA",1292500,1,2020,118,2
"3317","Derrick Brown","DT",2024-04-05,"Extension",24000000,4,2020,4,2
"3318","Isaiah Simmons","LB",2024-04-05,"UFA",5000000,1,2020,29,2
"3319","Clyde Edwards-Helaire","RB",2024-04-08,"UFA",1700000,1,2020,41,2
"3320","Kyle Dugger","S",2024-04-09,"Transition",14500000,4,2020,8,2
"3321","Julian Blackmon","S",2024-04-09,"UFA",3700000,1,2020,42,2
"3322","Mike Danna","EDGE",2024-04-10,"UFA",8000000,3,2020,44,2
"3323","James Smith-Williams","EDGE",2024-04-10,"UFA",1292500,1,2020,123,2
"3324","Josh Hines-Allen","EDGE",2024-04-11,"Franchise",28250000,5,2019,2,2
"3325","Ashtyn Davis","S",2024-04-11,"UFA",2742500,1,2020,58,2
"3326","DeVonta Smith","WR",2024-04-15,"Extension",25000000,3,2021,4,2
"3327","Kayode Awosika","LG",2024-04-15,"ERFA",985000,1,2021,63,2
"3328","Alaric Jackson","LT",2024-04-15,"RFA",4890000,1,2021,21,2
"3329","Lorenz Metz","RG",2024-04-15,"SFA",795000,1,2023,74,2
"3330","Calvin Anderson","RT",2024-04-17,"Other",2000000,1,2019,34,2
"3331","Cam Brown","LB",2024-04-18,"UFA",1292500,1,2020,90,2
"3332","J.K. Dobbins","RB",2024-04-19,"UFA",1610000,1,2020,41,2
"3333","Jacob Phillips","LB",2024-04-23,"UFA",1150000,1,2020,111,2
"3334","Penei Sewell","RT",2024-04-24,"Extension",28000000,4,2021,1,2
"3335","Amon-Ra St. Brown","WR",2024-04-24,"Extension",30002500,4,2021,1,2
"3336","Mekhi Becton","RT",2024-04-29,"UFA",2750000,1,2020,30,2
"3337","Quintez Cephus","WR",2024-04-29,"SFA",1055000,1,2020,171,2
"3338","Rashod Bateman","WR",2024-04-29,"Extension",6435949,2,2021,44,2
"3339","Christian Barmore","DT",2024-04-29,"Extension",21000000,4,2021,10,2
"3340","Shane Lemieux","LG",2024-04-30,"SFA",1055000,1,2020,50,2
"3341","Justin Herron","RT",2024-04-30,"SFA",1125000,1,2020,60,2
"3342","Seth Vernon","P",2024-04-30,"SFA",877500,2,2022,33,2
"3343","Chase Claypool","WR",2024-05-03,"SFA",1225000,1,2020,136,2
"3344","Markus Bailey","LB",2024-05-08,"SFA",1125000,1,2020,115,2
"3345","Kehinde Oginni","TE",2024-05-09,"SFA",795000,1,2022,185,2
"3346","Dane Cruikshank","CB",2024-05-13,"SFA",1125000,1,2018,136,2
"3347","Antoine Winfield, Jr.","S",2024-05-13,"Franchise",21025000,4,2020,1,2
"3348","Elijah Jones","CB",2024-05-13,"Drafted",1421380,4,2024,98,2
"3349","James Lynch","DT",2024-05-14,"SFA",1055000,1,2020,126,2
"3350","Shakel Brown","DT",2024-05-14,"SFA",795000,1,2023,240,2
"3351","Trenton Gill","P",2024-05-15,"SFA",1042500,2,2022,24,2
"3352","Kevin Foelsch","TE",2024-05-22,"SFA",943333,3,2024,161,2
"3353","Nico Collins","WR",2024-05-29,"Extension",24250000,3,2021,7,2
"3354","Jaylen Waddle","WR",2024-05-30,"Extension",28250000,3,2021,4,2
"3355","Malik Herring","EDGE",2024-05-30,"ERFA",985000,1,2021,181,2
"3356","Justin Jefferson","WR",2024-06-03,"Extension",35000000,4,2020,1,2
"3357","Jaray Jenkins","WR",2024-06-03,"SFA",795000,1,2023,464,2
"3358","JaQuae Jackson","WR",2024-06-06,"SFA",795000,1,2024,468,2
"3359","Jordan Morgan","RG",2024-06-13,"Drafted",3546399,4,2024,18,2
"3360","Trevor Lawrence","QB",2024-06-14,"Extension",55000000,5,2021,1,2
"3361","Tee Higgins","WR",2024-06-17,"Franchise",21816000,1,2020,16,2
"3362","Gareon Conley","CB",2024-06-18,"SFA",1055000,1,2017,179,2
"3363","Jalen Redmond","DE",2024-06-18,"SFA",795000,1,2023,83,2
"3364","Daewood Davis","CB",2024-06-18,"SFA",795000,1,2023,406,2
"3365","Jake Bates","K",2024-06-18,"SFA",990000,2,2023,38,2
"3366","Ricky Person Jr.","RB",2024-06-25,"SFA",795000,1,2022,225,2
"3367","Rhamondre Stevenson","RB",2024-06-27,"Extension",9000000,4,2021,7,2
"3368","Kyle Sheets","WR",2024-07-17,"SFA",795000,1,2024,476,2
"3369","Royce Newman","LG",2024-07-19,"Other",2250000,1,2021,27,2
"3370","Quinn Meinerz","RG",2024-07-21,"Extension",18000000,4,2021,4,2
"3371","Cam Akers","RB",2024-07-22,"SFA",1175000,1,2020,74,2
"3372","Christian Darrisaw","LT",2024-07-24,"Extension",26000000,4,2021,1,2
"3373","Tyson Campbell","CB",2024-07-24,"Extension",19125000,4,2021,8,2
"3374","Feleipe Franks","QB",2024-07-26,"SFA",985000,1,2021,95,2
"3375","Ryan Rehkow","P",2024-07-26,"SFA",795000,1,2024,46,2
"3376","Tua Tagovailoa","QB",2024-07-27,"Extension",53100000,4,2020,4,2
"3377","Jerry Jacobs","CB",2024-07-27,"SFA",1055000,1,2021,178,2
"3378","Adrian Martinez","QB",2024-07-27,"SFA",877500,2,2023,138,2
"3379","Tremayne Anchrum","LT",2024-07-28,"SFA",1055000,1,2020,66,2
"3380","Jesse Matthews","WR",2024-07-30,"SFA",877500,2,2023,417,2
"3381","LJ Davis","CB",2024-07-30,"SFA",795000,1,2023,409,2
"3382","Peter Bowden","LS",2024-07-30,"SFA",795000,1,2024,48,2
"3383","Tayvion Robinson","WR",2024-07-30,"SFA",795000,1,2024,482,2
"3384","Dillon Johnson","RB",2024-07-31,"SFA",795000,1,2024,226,2
"3385","Rodney Mathews","DT",2024-07-31,"SFA",795000,1,2024,248,2
"3386","Curtis Hodges","TE",2024-08-01,"SFA",915000,1,2022,166,2
"3387","Pat Elflein","LG",2024-08-02,"SFA",1125000,1,2017,50,2
"3388","Tristan Wirfs","RT",2024-08-02,"Extension",28125000,5,2020,1,2
"3389","Shaka Toney","EDGE",2024-08-02,"SFA",1042500,2,2021,172,2
"3390","Samson Nacua","WR",2024-08-02,"SFA",795000,1,2022,482,2
"3391","Ro Torrence","CB",2024-08-02,"SFA",795000,1,2024,408,2
"3392","Jay Person","LB",2024-08-02,"SFA",795000,1,2024,315,2
"3393","Sean Harlow","RG",2024-08-03,"SFA",1125000,1,2017,41,2
"3394","Clayton Isbell","S",2024-08-03,"SFA",795000,1,2024,277,2
"3395","Gary Brightwell","RB",2024-08-04,"SFA",1055000,1,2021,99,2
"3396","Shayne Simon","LB",2024-08-04,"SFA",795000,1,2024,315,2
"3397","Shaquille Quarterman","LB",2024-08-05,"SFA",1125000,1,2020,124,2
"3398","Dax Milne","WR",2024-08-06,"SFA",985000,1,2021,253,2
"3399","Alec Mock","LB",2024-08-06,"SFA",795000,1,2024,316,2
"3400","Zach Morton","EDGE",2024-08-07,"SFA",795000,1,2023,314,2
"3401","Andre Carter","EDGE",2024-08-07,"SFA",795000,1,2024,314,2
"3402","Easton Gibbs","LB",2024-08-07,"SFA",795000,1,2024,316,2
"3403","Ryan Coll","LT",2024-08-07,"SFA",795000,1,2024,131,2
"3404","Pete Werner","LB",2024-08-08,"Extension",7500000,3,2021,16,2
"3405","Ryan Sanborn","P",2024-08-08,"SFA",795000,1,2024,45,2
"3406","Ryan Johnson","RG",2024-08-08,"SFA",795000,1,2024,98,2
"3407","Jonathan Garvin","EDGE",2024-08-09,"SFA",1055000,1,2020,169,2
"3408","Pressley Harvin","P",2024-08-09,"SFA",1055000,1,2021,24,2
"3409","Luquay Washington","LB",2024-08-10,"SFA",795000,1,2024,313,2
"3410","Caden Sterns","S",2024-08-11,"SFA",1055000,1,2021,133,2
"3411","John Paddock","QB",2024-08-11,"SFA",795000,1,2024,147,2
"3412","K.J. Cloyd","LB",2024-08-11,"SFA",795000,1,2024,312,2
"3413","Neal Johnson","TE",2024-08-11,"SFA",877500,2,2024,193,2
"3414","Tyler Smith","LT",2024-08-11,"SFA",795000,1,2024,131,2
"3415","Jack Browning","P",2024-08-11,"SFA",795000,1,2024,44,2
"3416","Connor Williams","C",2024-08-12,"SFA",4000000,1,2018,19,2
"3417","Deshaun Fenwick","RB",2024-08-12,"SFA",795000,1,2024,226,2
"3418","Isaiah Wooden","WR",2024-08-12,"SFA",795000,1,2024,482,2
"3419","Lorenzo Lingard","RB",2024-08-12,"SFA",795000,1,2024,226,2
"3420","Pheldarius Payne","DT",2024-08-12,"SFA",795000,1,2024,249,2
"3421","Kaleb Ford-Dement","CB",2024-08-13,"SFA",795000,1,2024,409,2
"3422","Savion Jackson","DE",2024-08-13,"SFA",795000,1,2024,80,2
"3423","Jeremiah Owusu-Koramoah","LB",2024-08-14,"Extension",12500000,3,2021,6,2
"3424","Mason Fairchild","TE",2024-08-14,"SFA",795000,1,2024,222,2
"3425","Joshua Kelley","RB",2024-08-15,"SFA",1125000,1,2020,78,2
"3426","Matt Corral","QB",2024-08-16,"SFA",795000,1,2022,147,2
"3427","Gottlieb Ayedze","LG",2024-08-17,"SFA",795000,1,2024,109,2
"3428","Evan McPherson","K",2024-08-18,"Extension",5500000,3,2021,5,2
"3429","Justin Hall","WR",2024-08-19,"SFA",795000,1,2022,478,2
"3430","Michael Ezeike","TE",2024-08-19,"SFA",795000,1,2023,221,2
"3431","Brandon Matterson","DE",2024-08-19,"SFA",795000,1,2024,77,2
"3432","Jadon Janke","WR",2024-08-19,"SFA",795000,1,2024,478,2
"3433","Jalyn Phillips","S",2024-08-19,"SFA",795000,1,2024,280,2
"3434","Kyler Baugh","DT",2024-08-19,"SFA",795000,1,2024,249,2
"3435","Randen Plattner","LS",2024-08-19,"SFA",795000,1,2024,46,2
"3436","Sam Pinckney","WR",2024-08-19,"SFA",795000,1,2024,478,2
"3437","Willie Drew","CB",2024-08-19,"SFA",795000,1,2024,409,2
"3438","Trey Kiser","LB",2024-08-19,"SFA",795000,1,2024,314,2
"3439","Hjalte Froholdt","C",2024-08-21,"Extension",6000000,2,2019,11,2
"3440","DaShaun White","LB",2024-08-21,"SFA",795000,1,2023,315,2
"3441","Matt Cindric","C",2024-08-21,"SFA",795000,1,2024,112,2
"3442","A.J. Terrell","CB",2024-08-22,"Extension",20250000,4,2020,2,2
"3443","Chuck Filiaga","RG",2024-08-22,"SFA",795000,1,2023,96,2
"3444","Isaac Rex","TE",2024-08-22,"SFA",795000,1,2024,220,2
"3445","Peter Leblanc","WR",2024-08-22,"SFA",795000,1,2024,470,2
"3446","Willie Roberts","CB",2024-08-23,"SFA",795000,1,2024,403,2
"3447","Creed Humphrey","C",2024-08-26,"Extension",18000000,4,2021,1,2
"3448","CeeDee Lamb","WR",2024-08-27,"Extension",34000000,4,2020,2,2
"3449","Jakob Johnson","RB",2024-08-28,"Practice",302400,1,2019,225,2
"3450","Lucas Niang","RT",2024-08-28,"Practice",383400,1,2020,137,2
"3451","Joe Gaziano","DT",2024-08-28,"Practice",302400,1,2020,252,2
"3452","Nahshon Wright","CB",2024-08-28,"Practice",383400,1,2021,384,2
"3453","Michael Carter","RB",2024-08-28,"Practice",383400,1,2021,221,2
"3454","Josh Ball","LT",2024-08-28,"Practice",383400,1,2021,127,2
"3455","Trey Hill","C",2024-08-28,"Practice",386022,1,2021,108,2
"3456","Desmond Ridder","QB",2024-08-28,"Practice",225000,1,2022,141,2
"3457","Isaiah Spiller","RB",2024-08-28,"Practice",225000,1,2022,234,2
"3458","Erik Ezukanma","WR",2024-08-28,"Practice",267222,1,2022,490,2
"3459","Neil Farrell Jr.","DT",2024-08-28,"Practice",225000,1,2022,262,2
"3460","Cole Turner","TE",2024-08-28,"Practice",225000,1,2022,227,2
"3461","James Mitchell","TE",2024-08-28,"Practice",225000,1,2022,227,2
"3462","Michael Woods","WR",2024-08-28,"Practice",225000,1,2022,495,2
"3463","Matt Henningsen","DE",2024-08-28,"Practice",225000,1,2022,72,2
"3464","John FitzPatrick","TE",2024-08-28,"Practice",225000,1,2022,227,2
"3465","Troy Hairston II","FB",2024-08-28,"Practice",225000,1,2022,13,2
"3466","Justyn Ross","WR",2024-08-28,"Practice",301666,1,2022,486,2
"3467","Tre Avery","CB",2024-08-28,"Practice",225000,1,2022,399,2
"3468","Sean Clifford","QB",2024-08-28,"Practice",301666,1,2023,139,2
"3469","Evan Hull","RB",2024-08-28,"Practice",225000,1,2023,234,2
"3470","Chris Rodriguez Jr.","RB",2024-08-28,"Practice",339999,1,2023,222,2
"3471","Christian Braswell","CB",2024-08-28,"Practice",225000,1,2023,399,2
"3472","Ameer Speed","CB",2024-08-28,"Practice",225000,1,2023,399,2
"3473","Zach Evans","RB",2024-08-28,"Practice",225000,1,2023,234,2
"3474","Andre Jones Jr.","EDGE",2024-08-28,"Practice",301666,1,2023,316,2
"3475","Jason Taylor II","S",2024-08-28,"Practice",225000,1,2023,288,2
"3476","Brayden Willis","TE",2024-08-28,"Practice",263333,1,2023,224,2
"3477","Andre Carter II","EDGE",2024-08-28,"Practice",225000,1,2023,321,2
"3478","Quindell Johnson","S",2024-08-28,"Practice",225000,1,2023,288,2
"3479","Elijah Cooks","WR",2024-08-28,"Practice",225000,1,2023,495,2
"3480","Nikko Remigio","WR",2024-08-28,"Practice",225000,1,2023,495,2
"3481","Kilian Zierer","RT",2024-08-28,"Practice",225000,1,2023,141,2
"3482","Anthony Kendall","CB",2024-08-28,"Practice",225000,1,2023,399,2
"3483","Dalton Wagner","RT",2024-08-28,"Practice",225000,1,2023,141,2
"3484","Mitchell Tinsley","WR",2024-08-28,"Practice",225000,1,2023,495,2
"3485","Charlie Smyth","K",2024-08-28,"Practice",225000,1,2024,69,2
"3486","Dante Miller","RB",2024-08-28,"Practice",288334,1,2024,227,2
"3487","Jaylin Simpson","S",2024-08-28,"Practice",225000,1,2024,288,2
"3488","Dylan McMahon","C",2024-08-28,"Practice",225000,1,2024,115,2
"3489","Tejhaun Palmer","WR",2024-08-28,"Practice",225000,1,2024,495,2
"3490","Zion Logue","DT",2024-08-28,"Practice",225000,1,2024,262,2
"3491","Devin Leary","QB",2024-08-28,"Practice",225000,1,2024,141,2
"3492","Daequan Hardy","CB",2024-08-28,"Practice",225000,1,2024,399,2
"3493","Jaden Davis","CB",2024-08-28,"Practice",225000,1,2024,399,2
"3494","Solomon Byrd","EDGE",2024-08-28,"Practice",225000,1,2024,321,2
"3495","Josiah Ezirim","LT",2024-08-28,"Practice",225000,1,2024,133,2
"3496","Michael Barrett","LB",2024-08-28,"Practice",225000,1,2024,310,2
"3497","Jowon Briggs","DT",2024-08-28,"Practice",225000,1,2024,262,2
"3498","Marcus Harris","DT",2024-08-28,"Practice",225000,1,2024,262,2
"3499","Cornelius Johnson","WR",2024-08-28,"Practice",225000,1,2024,495,2
"3500","Kalen King","CB",2024-08-28,"Practice",225000,1,2024,399,2
"3501","Nick Gargiulo","RG",2024-08-28,"Practice",225000,1,2024,97,2
"3502","Jaylen Key","S",2024-08-28,"Practice",225000,1,2024,288,2
"3503","Alex Johnson","CB",2024-08-28,"Practice",225000,1,2024,399,2
"3504","Andre' Sam","S",2024-08-28,"Practice",225000,1,2024,288,2
"3505","Austin Reed","QB",2024-08-28,"Practice",225000,1,2024,141,2
"3506","Baylor Cupp","TE",2024-08-28,"Practice",225000,1,2024,227,2
"3507","Bo Richter","EDGE",2024-08-28,"Practice",320001,1,2024,314,2
"3508","Branson Deen","DT",2024-08-28,"Practice",256667,1,2024,260,2
"3509","Brock Mogensen","LB",2024-08-28,"Practice",225000,1,2024,310,2
"3510","Bryce Oliver","WR",2024-08-28,"Practice",225000,1,2024,495,2
"3511","Cam Grandy","TE",2024-08-28,"Practice",256667,1,2024,225,2
"3512","Cam Lampkin","CB",2024-08-28,"Practice",225000,1,2024,399,2
"3513","Carl Jones Jr.","EDGE",2024-08-28,"Practice",256667,1,2024,320,2
"3514","Carter Bradley","QB",2024-08-28,"Practice",225000,1,2024,141,2
"3515","Casey Rogers","DT",2024-08-28,"Practice",225000,1,2024,262,2
"3516","Chigozie Anusiem","CB",2024-08-28,"Practice",225000,1,2024,399,2
"3517","Chris Edmonds","S",2024-08-28,"Practice",256667,1,2024,287,2
"3518","C.J. Ravenell","EDGE",2024-08-28,"Practice",225000,1,2024,321,2
"3519","Cole Burgess","WR",2024-08-28,"Practice",225000,1,2024,495,2
"3520","Cole Spencer","C",2024-08-28,"Practice",225000,1,2024,115,2
"3521","Corey Bullock","C",2024-08-28,"Practice",225000,1,2024,115,2
"3522","Dallas Gant","LB",2024-08-28,"Practice",225000,1,2024,310,2
"3523","Darrian Dalcourt","RG",2024-08-28,"Practice",225000,1,2024,97,2
"3524","Dayton Wade","WR",2024-08-28,"Practice",225000,1,2024,495,2
"3525","Denzel Daxon","DT",2024-08-28,"Practice",225000,1,2024,262,2
"3526","Devere Levelston","DE",2024-08-28,"Practice",225000,1,2024,72,2
"3527","Donovan Jennings","RT",2024-08-28,"Practice",225000,1,2024,141,2
"3528","Drake Nugent","C",2024-08-28,"Practice",225000,1,2024,115,2
"3529","Drake Stoops","WR",2024-08-28,"Practice",225000,1,2024,495,2
"3530","Emani Bailey","RB",2024-08-28,"Practice",225000,1,2024,234,2
"3531","Emany Johnson","S",2024-08-28,"Practice",225000,1,2024,288,2
"3532","Evan Anderson","DT",2024-08-28,"Practice",288334,1,2024,256,2
"3533","Fabien Lovett","DT",2024-08-28,"Practice",225000,1,2024,262,2
"3534","Frank Gore Jr.","RB",2024-08-28,"Practice",256667,1,2024,229,2
"3535","Gabe Hall","DE",2024-08-28,"Practice",225000,1,2024,72,2
"3536","Gabe Jeudy-Lally","CB",2024-08-28,"Practice",225000,1,2024,399,2
"3537","Garret Greenfield","LT",2024-08-28,"Practice",225000,1,2024,133,2
"3538","George Holani","RB",2024-08-28,"Practice",256667,1,2024,229,2
"3539","Hayden Rucci","TE",2024-08-28,"Practice",225000,1,2024,227,2
"3540","Isaac Ukwu","EDGE",2024-08-28,"Practice",288334,1,2024,319,2
"3541","Isaiah Iton","DE",2024-08-28,"Practice",225000,1,2024,72,2
"3542","Isaiah Stalbird","S",2024-08-28,"Practice",320001,1,2024,279,2
"3543","Jabari Small","RB",2024-08-28,"Practice",225000,1,2024,234,2
"3544","Jack Plummer","QB",2024-08-28,"Practice",225000,1,2024,141,2
"3545","Jacob Kibodi","RB",2024-08-28,"Practice",225000,1,2024,234,2
"3546","Jalen Jackson","RB",2024-08-28,"Practice",225000,1,2024,234,2
"3547","Jamree Kromah","EDGE",2024-08-28,"Practice",225000,1,2024,321,2
"3548","Jarius Monroe","CB",2024-08-28,"Practice",225000,1,2024,399,2
"3549","Jason Bean","QB",2024-08-28,"Practice",225000,1,2024,141,2
"3550","Jaylen Johnson","WR",2024-08-28,"Practice",225000,1,2024,495,2
"3551","Jaylen Mahoney","S",2024-08-28,"Practice",320001,1,2024,279,2
"3552","Jeremiah Jean-Baptiste","LB",2024-08-28,"Practice",225000,1,2024,310,2
"3553","Jeshaun Jones","WR",2024-08-28,"Practice",225000,1,2024,495,2
"3554","Joe Evans","EDGE",2024-08-28,"Practice",225000,1,2024,321,2
"3555","Jordan Colbert","S",2024-08-28,"Practice",225000,1,2024,288,2
"3556","Jordan Miller","DT",2024-08-28,"Practice",225000,1,2024,262,2
"3557","Josh Cephus","WR",2024-08-28,"Practice",225000,1,2024,495,2
"3558","Julian Hicks","WR",2024-08-28,"Practice",225000,1,2024,495,2
"3559","Justin Dedich","C",2024-08-28,"Practice",256667,1,2024,114,2
"3560","Karsen Barnhart","LG",2024-08-28,"Practice",225000,1,2024,109,2
"3561","Kenny Dyson Jr.","EDGE",2024-08-28,"Practice",225000,1,2024,321,2
"3562","Khalid Duke","EDGE",2024-08-28,"Practice",225000,1,2024,321,2
"3563","Kingsley Eguakun","C",2024-08-28,"Practice",225000,1,2024,115,2
"3564","Kyle Hergel","LG",2024-08-28,"Practice",256667,1,2024,108,2
"3565","Lorenzo Thompson","LT",2024-08-28,"Practice",225000,1,2024,133,2
"3566","Luke Benson","TE",2024-08-28,"Practice",225000,1,2024,227,2
"3567","Marcellus Johnson","LT",2024-08-28,"Practice",225000,1,2024,133,2
"3568","Marcus Rosemy-Jacksaint","WR",2024-08-28,"Practice",225000,1,2024,495,2
"3569","Mason Pline","TE",2024-08-28,"Practice",225000,1,2024,227,2
"3570","Messiah Swinson","TE",2024-08-28,"Practice",225000,1,2024,227,2
"3571","Michael Wiley","RB",2024-08-28,"Practice",225000,1,2024,234,2
"3572","Mike Edwards","RT",2024-08-28,"Practice",225000,1,2024,141,2
"3573","Millard Bradford","S",2024-08-28,"Practice",225000,1,2024,288,2
"3574","Phalen Sanford","S",2024-08-28,"Practice",225000,1,2024,288,2
"3575","P.J. Jules","S",2024-08-28,"Practice",225000,1,2024,288,2
"3576","Reddy Steward","CB",2024-08-28,"Practice",256667,1,2024,397,2
"3577","Robert Kennedy","S",2024-08-28,"Practice",225000,1,2024,288,2
"3578","Ryan Cooper","CB",2024-08-28,"Practice",225000,1,2024,399,2
"3579","Sam Hartman","QB",2024-08-28,"Practice",225000,1,2024,141,2
"3580","Shawn Bowman","TE",2024-08-28,"Practice",225000,1,2024,227,2
"3581","Steven Jones","RG",2024-08-28,"Practice",225000,1,2024,97,2
"3582","Swayze Bozeman","LB",2024-08-28,"Practice",225000,1,2024,310,2
"3583","Tanner Mordecai","QB",2024-08-28,"Practice",225000,1,2024,141,2
"3584","Te'Cory Couch","CB",2024-08-28,"Practice",225000,1,2024,399,2
"3585","Thomas Yassmin","TE",2024-08-28,"Practice",225000,1,2024,227,2
"3586","Tre'Mon Morris-Brash","EDGE",2024-08-28,"Practice",225000,1,2024,321,2
"3587","Tuli Letuligasenoa","DE",2024-08-28,"Practice",225000,1,2024,72,2
"3588","Will Putnam","C",2024-08-28,"Practice",225000,1,2024,115,2
"3589","Winston Reid","LB",2024-08-28,"Practice",225000,1,2024,310,2
"3590","Chris Collier","RB",2024-08-28,"Practice",320001,1,2024,223,2
"3591","Theo Benedet","RT",2024-08-28,"Practice",225000,1,2024,141,2
"3592","Sam Wiglusz","WR",2024-08-28,"Practice",225000,1,2024,495,2
"3593","David Olajiga","DT",2024-08-28,"Practice",225000,1,2024,262,2
"3594","Laekin Vakalahi","LT",2024-08-28,"Practice",225000,1,2024,133,2
"3595","Max Tooley","LB",2024-08-28,"Practice",225000,1,2024,310,2
"3596","Bayron Matos","LT",2024-08-28,"Practice",225000,1,2024,133,2
"3597","Jude McAtamney","K",2024-08-28,"Practice",225000,1,2024,69,2
"3598","Dashaun Mallory","DT",2024-08-28,"Practice",225000,1,2024,262,2
"3599","Quinton Newsome","CB",2024-08-28,"Practice",225000,1,2024,399,2
"3600","Terrell Jennings","RB",2024-08-28,"Practice",256667,1,2024,229,2
"3601","Jotham Russell","DE",2024-08-28,"Practice",225000,1,2024,72,2
"3602","Qadir Ismail","WR",2024-08-28,"Practice",225000,1,2024,495,2
"3603","Liam Fornadel","LG",2024-08-28,"Practice",225000,1,2024,109,2
"3604","Dondrea Tillman","EDGE",2024-08-28,"Practice",225000,1,2024,321,2
"3605","Kohl Levao","RG",2024-08-28,"Practice",225000,1,2024,97,2
"3606","Malik Fisher","DE",2024-08-28,"Practice",225000,1,2024,72,2
"3607","Kyon Barrs","DT",2024-08-28,"Practice",225000,1,2024,262,2
"3608","Alex Hale","K",2024-08-28,"Practice",225000,1,2024,69,2
"3609","Lonnie Johnson Jr.","S",2024-08-29,"Practice",424600,1,2019,247,2
"3610","Terrace Marshall Jr.","WR",2024-08-29,"Practice",302400,1,2021,410,2
"3611","Lewis Cine","S",2024-08-29,"Practice",225000,1,2022,260,2
"3612","Sam Roberts","DT",2024-08-29,"Practice",225000,1,2022,232,2
"3613","Luke Tenuta","LT",2024-08-29,"Practice",225000,1,2022,118,2
"3614","Samori Toure","WR",2024-08-29,"Practice",225000,1,2022,430,2
"3615","Jalen Virgil","WR",2024-08-29,"Practice",225000,1,2022,430,2
"3616","Cameron Latu","TE",2024-08-29,"Practice",225000,1,2023,201,2
"3617","Braeden Daniels","LT",2024-08-29,"Practice",225000,1,2023,118,2
"3618","Atonio Mafi","LG",2024-08-29,"Practice",225000,1,2023,103,2
"3619","Justin Shorter","WR",2024-08-29,"Practice",256667,1,2023,425,2
"3620","Titus Leo","EDGE",2024-08-29,"Practice",225000,1,2023,291,2
"3621","Jalen Graham","LB",2024-08-29,"Practice",225000,1,2023,285,2
"3622","Ricky Lee","LT",2024-08-29,"Practice",225000,1,2023,118,2
"3623","Thomas Incoom","EDGE",2024-08-29,"Practice",301666,1,2023,285,2
